id_karte,subtype 
65937,
65980,
65964,
66173,
65961,
65832,Equipment
66138,
65968,Equipment
65946,
65857,
65822,
65909,Dragon
66018,
66174,
65995,Aura
66060,
65887,Human
65887,Shaman
66150,
65939,
66087,Aura
66085,Aura
66059,
65954,
66063,Forest
66063,Plains
66136,
66016,Swamp
66016,Mountain
66011,Golem
66088,Aura
65983,
65963,
65870,
66165,
65999,
65913,
66082,Aura
66029,
66126,
65818,
65958,
65977,Desert
65986,Giant
65994,
66032,Island
66032,Swamp
65821,
65880,Human
65880,Artificer
66034,
65948,
66022,
65927,
65971,
65905,Dragon
65967,Mountain
65967,Forest
66068,
65907,
65918,Goblin
65918,Shaman
65917,Equipment
65920,Dragon
65924,
65902,Shapeshifter
65862,Spirit
65862,Dragon
65871,
65899,Dragon
65914,Dragon
65990,
66033,Human
66033,Shaman
65989,
65898,Dryad
65898,Knight
66133,
66076,
66008,
65943,Elder
65943,Dinosaur
65930,Equipment
65817,Equipment
65965,Equipment
65838,
66124,
65836,
66096,Aura
66096,Curse
65960,
66003,Archon
65816,
65845,
65928,
65837,Equipment
66050,
66149,
66141,
66054,
66086,Aura
65988,Angel
65988,Spirit
65889,Giant
65860,
66140,
65834,Equipment
65884,Dragon
66025,
66026,
66142,
65976,
65853,
66071,Plains
66071,Island
65890,Dwarf
65890,Advisor
65982,Construct
65991,
66064,
65820,
66009,Human
66009,Pirate
66160,Aura
65940,Ogre
65940,Rogue
66176,
66163,
65825,Orc
65825,Shaman
65956,
66157,
65911,Shapeshifter
65849,
66065,
65851,
65931,Equipment
65957,
66031,Skeleton
66031,Warrior
66130,
66010,
66057,
65922,
65826,
65972,
65935,Aetherborn
65935,Rogue
65829,Equipment
65813,
66006,
66024,
66041,Elk
65945,Dragon
65933,Vampire
65933,Wizard
65952,Equipment
76405,
66067,
66070,
65881,Human
65881,Warlock
65867,
65830,
66004,Aura
66077,
65953,
65929,
66039,Sliver
65942,Zombie
65942,Cleric
65854,
66048,
65949,
65815,
65993,Sphinx
65896,Dragon
66073,
65984,Dragon
65984,Spirit
66062,Aura
66040,
65841,
65900,Ooze
66020,Merfolk
66020,Rogue
65893,Sphinx
65855,
65925,
65839,
66058,
65868,
65951,Equipment
65992,Naga
65992,Wizard
66037,Human
66037,Scout
65835,
65850,
65903,Dragon
66055,
66043,
65975,
65814,
65864,
16013,
15925,
15927,
16012,
16011,
16017,Plains
16017,Island
16029,Island
16029,Mountain
16015,Forest
16015,Island
15851,
16021,Island
16021,Swamp
16045,
15784,
15762,Swamp
15762,Mountain
16004,Mountain
16004,Forest
15843,
15765,Swamp
15765,Forest
15977,Plains
15977,Swamp
15973,Forest
15973,Plains
16026,Shapeshifter
15911,Djinn
15800,
15958,
16052,
15763,
15932,
15974,Cat
15875,
15929,
15919,
15768,Bird
15970,Human
15970,Assassin
16027,Human
15807,
15898,
15767,
15914,
15814,Demon
16020,Giant
15833,
15888,
15761,
15991,
15815,
16053,
15847,
15874,
15773,
15908,Demon
15994,
15869,
15985,Dragon
15934,Human
15934,Knight
15759,
15801,
15857,Goblin
15778,
15933,Nightmare
15933,Horse
15999,
15912,
16050,
15955,
15913,
15968,Hydra
15796,
15858,Gargoyle
16003,
15916,
15828,
15758,
15873,
15849,Fungus
15849,Lizard
16054,Zombie
15980,Troll
15813,
15872,Specter
16025,Human
16025,Druid
15907,Merfolk
15774,Aura
15793,Cockatrice
15819,
16044,Aura
15809,
15829,Elf
15829,Archer
16028,
15884,
15842,Elemental
15981,Vampire
15966,
15965,
15850,Avatar
15894,Aura
15945,Human
15945,Pirate
15982,Angel
15910,
15940,Avatar
15940,Incarnation
15832,Aura
16049,Spirit
15902,
15953,
15757,Aura
15760,Aura
15804,
15930,Spirit
15990,
15822,
15756,Aura
15791,Beast
15989,
15903,Aura
15915,
16006,
15827,Aura
15967,Bird
15893,
15963,
15987,
15771,
16010,Wolf
15797,Aura
15769,Human
15769,Knight
15864,
15897,
15799,
16008,
15892,Human
15892,Barbarian
15904,
15812,
15889,Juggernaut
15900,
16046,Human
16046,Knight
15764,
15957,
15887,
15856,Goblin
15856,Warrior
15808,
15792,Shapeshifter
15820,Dragon
15753,Elemental
15905,Wall
16041,Aura
15785,
16009,
16024,Troll
15971,
15816,
15886,
15836,Elemental
15780,
15906,Elf
15906,Druid
15783,
16035,Wall
15931,Imp
15986,
15871,
15837,
16007,Basilisk
16036,Wall
15817,
15960,
15777,Wraith
15891,
15855,
15964,
15824,Dwarf
15876,Aura
16031,Skeleton
16031,Wall
15854,
15896,Human
15896,Druid
15935,Golem
16016,
15909,Aura
15794,Aura
15781,
15944,Illusion
15818,
15835,Aura
15755,Aura
15899,
15806,Aura
15811,
16051,
16042,Elemental
15942,Illusion
15830,Aura
15969,
15995,Aura
16005,
15831,
15937,
15839,
15992,
15826,Elemental
15885,
16030,Wall
15976,Zombie
15798,
15959,
15823,Skeleton
16043,Aura
15868,
15863,
15790,
15853,Spider
15918,Pegasus
15938,Aura
15956,Aura
15993,
16023,
15787,
15848,Shade
15917,Merfolk
15788,
15870,Minotaur
15939,Unicorn
15861,Bear
15943,Aura
15825,Dwarf
15825,Warrior
15786,
15840,Aura
15880,Treefolk
16014,
15998,
15810,
15867,Aura
15879,Orc
16040,Elephant
15920,Goblin
15975,Zombie
15865,Giant
15838,Aura
15862,
15859,Ogre
15979,Serpent
15962,Aura
15972,Human
15972,Cleric
15983,Nymph
15983,Dryad
15834,Aura
15866,Aura
16038,Wall
15803,Aura
15951,Aura
15890,
15754,
15770,
15924,
15926,
16056,
16102,
16190,
16080,
16234,
16061,
16069,
16272,Human
16272,Assassin
16354,
16117,
16149,
16305,
16284,Angel
16063,
16144,Elemental
16356,Zombie
16204,
16121,
16213,Djinn
16174,Specter
16058,Aura
16098,
16073,
16071,Human
16071,Knight
16066,
16257,
16329,Human
16175,
16156,
16160,Gargoyle
16215,
16265,
16289,
16094,Shapeshifter
16291,
16191,Juggernaut
16138,Elemental
16188,
16212,
16283,Vampire
16129,Aura
16267,
16110,
16099,Aura
16118,
16199,
16122,Dragon
16124,
16262,
16085,
16273,
16348,Human
16348,Knight
16114,
16301,
16233,Imp
16055,Elemental
16268,
16207,Wall
16119,
16307,
16208,Elf
16208,Druid
16157,
16346,Aura
16059,Aura
16101,
16139,
16246,Illusion
16350,Aura
16090,
16173,
16178,Aura
16211,Aura
16057,Aura
16288,
16309,Basilisk
16266,
16154,
16201,
16082,
16194,Human
16194,Barbarian
16113,
16326,Troll
16333,Skeleton
16333,Wall
16077,
16297,Aura
16141,
16239,
16278,Zombie
16298,Giant
16294,
16338,Wall
16158,Goblin
16158,Warrior
16311,
16193,
16083,
16349,Aura
16137,Aura
16318,
16324,Aura
16198,Human
16198,Druid
16189,
16162,Aura
16180,
16126,Dwarf
16084,
16332,Wall
16299,
16244,Illusion
16271,
16336,Wall
16100,
16132,Aura
16097,
16321,
16143,
16187,
16238,Orc
16238,Warrior
16104,Wurm
16254,
16074,Aura
16163,Bear
16341,Aura
16107,
16123,
16096,Aura
16133,
16339,Wall
16120,
16203,
16155,Spider
16256,Human
16256,Wizard
16344,Elemental
16197,Aura
16325,
16243,
16320,
16108,Aura
16091,
16128,Elemental
16286,
16280,Faerie
16334,Plant
16334,Wall
16081,Aura
16088,
16290,
16240,Aura
16078,Aura
16140,Aura
16222,Goblin
16248,Rat
16295,
16264,Aura
16125,Skeleton
16258,Aura
16274,Human
16274,Cleric
16079,Wraith
16342,Elephant
16220,Pegasus
16353,
16337,Wall
16263,Aura
16112,
16237,Golem
16164,
16316,
16261,
16181,Orc
16219,Merfolk
16167,Giant
16170,
16161,Ogre
16150,Shade
16179,Aura
16136,Aura
16300,
16142,Aura
16172,Minotaur
16245,Aura
16127,Dwarf
16127,Warrior
16068,Human
16068,Soldier
16345,Aura
16277,Zombie
16165,
16241,Unicorn
16335,Wall
16209,Merfolk
16210,Demon
16214,
16216,
16217,
16218,
16221,
16226,
16227,
16228,
16229,
16230,
16231,
16232,Spirit
16235,Nightmare
16235,Horse
16236,Human
16236,Knight
16242,Avatar
16242,Incarnation
16247,Human
16247,Pirate
16252,Mountain
16252,Plains
16255,
16259,
16260,
16269,Bird
16270,Hydra
16275,Forest
16275,Plains
16276,Cat
16279,Plains
16279,Swamp
16282,Troll
16287,Dragon
16292,
16293,
16296,
16306,Mountain
16306,Forest
16308,
16310,
16312,Wolf
16313,
16314,
16315,
16317,Forest
16317,Island
16319,Plains
16319,Island
16322,Giant
16323,Island
16323,Swamp
16327,Human
16327,Druid
16328,Shapeshifter
16330,
16331,Island
16331,Mountain
16343,Aura
16347,
16351,Spirit
16618,Forest
16618,Island
16529,
16491,
16522,
16577,Cat
16543,Avatar
16543,Incarnation
16501,
16584,Vampire
16585,Angel
16609,
16505,
16569,
16475,Specter
16490,
16373,Human
16373,Knight
16375,
16496,
16573,Human
16573,Assassin
16568,
16402,
16400,Aura
16611,
16630,Human
16622,
16459,Goblin
16459,Warrior
16593,
16509,Elf
16509,Druid
16430,Aura
16411,
16506,Aura
16563,
16545,Illusion
16608,
16424,
16539,Orc
16539,Warrior
16590,
16500,
16619,
16638,Wall
16621,
16384,
16595,
16439,Elemental
16589,
16379,
16641,Aura
16381,Wraith
16409,Aura
16625,Aura
16433,Aura
16444,
16547,Illusion
16397,Aura
16440,
16495,Human
16495,Barbarian
16464,Bear
16653,
16534,Imp
16421,
16502,
16555,
16455,
16420,
16488,
16650,Aura
16549,Rat
16627,Troll
16599,Giant
16458,
16564,Aura
16544,
16567,
16520,Merfolk
16380,Aura
16591,
16538,Golem
16499,Human
16499,Druid
16523,Goblin
16498,Aura
16633,Skeleton
16633,Wall
16442,
16617,
16587,
16635,Wall
16642,Elephant
16579,Zombie
16600,
16376,Aura
16370,Human
16370,Soldier
16645,Aura
16559,Aura
16581,Faerie
16408,
16405,Wurm
16482,Orc
16383,Aura
16413,
16414,
16542,Unicorn
16557,Human
16557,Wizard
16565,Aura
16554,Aura
16466,
16434,
16441,Aura
16463,Aura
16649,Aura
16546,Aura
16401,
16639,Wall
16385,
16626,
16644,Elemental
16562,
16426,Skeleton
16451,Shade
16392,
16578,Zombie
16470,Aura
16386,
16393,
16596,
16521,Pegasus
16493,
16471,
16406,Aura
16601,
16541,Aura
16473,Minotaur
16640,Wall
16437,Aura
16483,Treefolk
16390,
16469,Aura
16582,Serpent
16456,Spider
16391,
16428,Dwarf
16428,Warrior
16468,Giant
16480,Aura
16586,Nymph
16586,Dryad
16575,Human
16575,Cleric
16443,Aura
16465,
16462,Ogre
16357,Elemental
16358,
16359,Aura
16360,Aura
16361,Aura
16362,
16363,
16364,Aura
16365,
16366,Swamp
16366,Mountain
16367,
16368,
16369,Swamp
16369,Forest
16371,
16372,Bird
16374,
16377,
16378,Aura
16382,
16387,
16388,
16389,
16394,Beast
16395,Shapeshifter
16396,Cockatrice
16398,
16399,
16403,
16404,
16407,
16410,
16412,
16415,
16416,
16417,Demon
16418,
16419,
16422,
16423,Dragon
16425,
16427,Dwarf
16429,Elemental
16431,
16553,Mountain
16553,Plains
16556,
16558,
16560,
16561,
16566,
16570,Bird
16571,Hydra
16572,
16574,
16576,Forest
16576,Plains
16580,Plains
16580,Swamp
16583,Troll
16588,Dragon
16592,
16594,
16597,
16598,Aura
16602,
16606,
16607,Mountain
16607,Forest
16610,Basilisk
16612,
16613,Wolf
16614,
16615,
16616,
16620,Plains
16620,Island
16623,Giant
16624,Island
16624,Swamp
16628,Human
16628,Druid
16631,
16632,Wall
16634,Plant
16634,Wall
16636,Wall
16637,Wall
16643,Aura
16646,Aura
16647,
16648,Human
16648,Knight
16651,Spirit
16652,
16654,
16655,
16656,Zombie
1401,Eldrazi
1512,Eldrazi
1338,Eldrazi
1507,
1409,Angel
1387,Eldrazi
1407,Human
1407,Wizard
1376,Demon
1395,Hydra
1334,Eldrazi
1334,Aura
1282,Eldrazi
1518,Elemental
1524,
1513,Human
1513,Wizard
1485,Eldrazi
1463,
1294,Aura
1489,Aura
1436,Vampire
1436,Shade
1335,
1509,Human
1509,Cleric
1509,Avatar
1481,Human
1481,Cleric
1445,Eldrazi
1361,
1464,
1438,Eldrazi
1503,Elf
1503,Shaman
1305,
1408,
1289,
1394,
1399,Kor
1399,Wizard
1367,Vampire
1367,Assassin
1311,Merfolk
1311,Soldier
1446,Vampire
1446,Shaman
1471,Sarkhan
1318,Angel
1389,Elf
1389,Druid
1494,Human
1494,Knight
1381,
1468,
1428,Elf
1428,Druid
1428,Shaman
1355,Gideon
1477,Eldrazi
1422,
1392,Human
1392,Warrior
1291,
1450,Demon
1286,Eldrazi
1462,
1412,Minotaur
1412,Shaman
1328,Vampire
1328,Shaman
1423,Insect
1431,
1374,Equipment
1487,
1492,Human
1492,Soldier
1437,
1354,
1378,Aura
1521,Wall
1308,
1356,Human
1356,Shaman
1480,Aura
1511,Eldrazi
1331,Human
1331,Wizard
1324,
1467,Shapeshifter
1336,
1284,
1307,Manticore
1313,Aura
1321,
1488,Aura
1504,Horror
1443,
1340,Merfolk
1340,Wizard
1370,Eldrazi
1322,
1346,
1352,
1366,Jellyfish
1460,
1433,Eldrazi
1433,Drone
1514,
1283,
1333,Aura
1362,
1441,Equipment
1444,Wall
1459,Elemental
1496,Surrakar
1510,Goblin
1375,Human
1375,Cleric
1411,Kor
1411,Monk
1393,Human
1393,Shaman
1461,Eldrazi
1461,Drone
1484,
1298,Aura
1323,
1330,
1302,Eldrazi
1302,Drone
1327,Aura
1337,Eldrazi
1337,Drone
1396,Elemental
1396,Beast
1434,
1476,Skeleton
1476,Wurm
1495,
1309,
1314,
1317,Human
1317,Wizard
1372,Frog
1472,Human
1472,Wizard
1301,
1364,
1413,Aura
1421,Wall
1303,Imp
1326,Jellyfish
1414,Aura
1486,Sphinx
1369,Merfolk
1369,Soldier
1382,
1398,Kor
1398,Scout
1417,Aura
1447,Wurm
1498,
1280,Hound
1332,Aura
1377,
1391,Human
1391,Knight
1448,Equipment
1474,
1483,Elemental
1516,
1287,
1297,Vampire
1299,Elemental
1341,Zombie
1341,Berserker
1343,
1442,Giant
1442,Druid
1457,
1285,Vampire
1285,Knight
1300,Human
1300,Shaman
1312,
1491,
1505,
1288,Beast
1344,
1347,
1368,Human
1368,Rogue
1380,
1400,Eldrazi
1400,Drone
1415,Elemental
1432,Lizard
1473,
1493,Beast
1497,
1515,Elemental
1515,Boar
1520,
1293,Goblin
1293,Shaman
1310,
1325,Aura
1342,
1390,Crab
1435,Vampire
1435,Warrior
1439,Zombie
1439,Warrior
1478,Merfolk
1478,Wizard
1482,Kor
1482,Spirit
1506,Antelope
1517,Human
1517,Wizard
1522,Equipment
1523,Elf
1523,Shaman
1440,Ogre
1440,Warrior
1358,Human
1358,Soldier
1403,
1406,
1410,
16748,Elf
16748,Shaman
16803,
16778,Zombie
16742,
16804,
16796,Elemental
16785,Cat
16785,Wizard
16768,
16743,
16746,Spirit
16744,
16752,Cat
16764,
16770,Elephant
16770,Cleric
16769,Cat
16735,
16793,
16792,Elemental
16745,
16762,Human
16762,Shaman
16738,Specter
16784,
16786,
16807,Cat
16807,Warrior
16754,
16766,Ape
16789,
16737,Equipment
16805,
16736,Cat
16736,Soldier
16771,Cat
16771,Warrior
16790,Forest
16802,
16755,Antelope
16767,
16751,Angel
16757,
16788,
16791,
16765,
16776,
16783,Cat
16732,Elemental
16779,
16795,
16741,Cat
16763,Zombie
16781,
16801,Elf
16801,Scout
16747,Aura
16775,Cat
16775,Warrior
16787,Aura
16759,
16798,Faerie
16798,Rogue
16740,Elemental
16760,Elemental
16806,
16733,
16749,
16756,Aura
16758,Elemental
16758,Hound
16772,Frog
16794,Goblin
16794,Zombie
16808,Beast
16739,Elemental
16780,Ogre
16780,Wizard
16797,Weird
16750,Ogre
16750,Mutant
16773,Vampire
16800,
16734,Ajani
16777,Bolas
71774,Phyrexian
71774,Praetor
71770,
71781,
71920,
72013,
71772,Phyrexian
71772,Praetor
72337,Tamiyo
72876,Goblin
72876,Shaman
72192,
71819,Dragon
71819,Spirit
71825,Spirit
72005,
71427,Dragon
71427,Spirit
72211,
71428,Kaito
72049,Vehicle
72862,Ninja
71941,
72052,Rat
72052,Ninja
71764,Dragon
71764,Spirit
71852,
71771,Tezzeret
71925,
72118,Dragon
72118,Spirit
72870,Construct
71936,
71792,Tamiyo
71788,Equipment
71788,Jellyfish
72867,Frog
71853,
72256,
71864,Equipment
71864,Cat
71762,Saga
72247,Saga
72056,Equipment
72056,Demon
72230,
71763,Dragon
71763,Spirit
71832,
72240,Rat
72240,Pilot
72874,
72185,Construct
72025,Snake
72025,Druid
71861,Equipment
71861,Lizard
71937,
71866,Human
71866,Advisor
71828,Human
71828,Ninja
72339,Construct
72873,Dragon
72873,Spirit
71787,Goblin
71787,Samurai
71947,Saga
72241,Saga
72030,Fox
72030,Advisor
72283,Spirit
71942,
72235,Turtle
72259,
71898,Spirit
72063,Human
72063,Samurai
72236,
72871,Pilot
72077,
72263,
72274,Equipment
72274,Rabbit
71779,Rat
71779,Ninja
72064,Equipment
72064,Kirin
71455,Human
71455,Ninja
71919,Vehicle
71895,Human
71895,Samurai
72032,
72200,Spirit
71845,
72314,Human
72314,Citizen
72094,
72213,
72093,
72224,Snake
72224,Druid
71844,Human
71844,Ninja
71894,Insect
72079,Kirin
72079,Spirit
72035,
71761,Saga
72023,
72159,
72169,Equipment
71783,Goblin
71783,Artificer
71993,
72073,
71858,
71767,Dragon
71767,Spirit
72255,Vehicle
72065,
71422,Ogre
71422,Demon
71887,Human
71887,Ninja
72861,Rat
72861,Rogue
71782,Vehicle
72175,
72076,Shrine
71823,Fox
71823,Pilot
71930,
71833,Human
71833,Ninja
71940,Saga
72257,Shrine
71768,Shrine
73272,
72074,Human
72074,Ninja
72275,Human
72275,Samurai
72127,Human
72127,Samurai
71990,Human
71990,Druid
72029,
71843,Moonfolk
71843,Wizard
71869,
72009,Aura
71935,
71989,Shrine
72117,Shrine
71938,Vehicle
72233,Saga
72191,
72202,
71755,Saga
72245,Vehicle
72249,
71932,Goblin
71932,Artificer
72069,Fox
72069,Samurai
72034,
71842,Goblin
71842,Archer
72215,Insect
72199,
72201,
72126,
72010,
72115,Spirit
72243,
72174,Construct
72089,
71928,Rat
71928,Ninja
71888,Vehicle
71884,
71760,Saga
72078,
71927,
71758,Saga
72312,Human
72312,Ninja
72002,Snake
72002,Ninja
72000,Human
72000,Samurai
72865,Human
72865,Monk
72183,Vehicle
71820,Turtle
71820,Ninja
72203,
72022,Vehicle
72071,Moonfolk
72071,Rogue
72178,
72273,Equipment
72273,Ogre
72012,
72092,Moonfolk
72092,Artificer
72205,
72229,Insect
72229,Ninja
72209,
72088,Equipment
72088,Octopus
71933,Human
71933,Samurai
73271,
72266,Human
72266,Ninja
72123,
71917,Human
71917,Samurai
72234,
71988,
71790,Aura
71756,Saga
72207,
72208,
72228,Human
72228,Rogue
72225,Spirit
71826,Goblin
71826,Warrior
71849,Aura
71885,Equipment
71885,Beast
72161,Artificer
71867,Snake
71867,Archer
71943,Equipment
72261,
72179,Aura
72265,
71893,Moonfolk
71893,Samurai
72184,
72193,Human
72193,Samurai
72171,
72264,
71840,Construct
72214,
71857,Equipment
71857,Monkey
71891,Human
71891,Samurai
72238,Saga
72231,Aura
71934,Human
71934,Samurai
72091,
72251,Goblin
72251,Samurai
72253,
71886,Aura
72124,Fox
72124,Ninja
72164,Equipment
72165,Vehicle
72258,Aura
72197,Vehicle
71754,Saga
71824,Spirit
72267,Aura
71890,Aura
71830,Human
71830,Samurai
71997,Human
71997,Ninja
72268,Boar
72304,
71775,
71785,
71773,
72019,
71778,Phyrexian
71778,Praetor
71923,
71924,
72017,
72018,
71431,Kaito
71822,Dragon
71822,Spirit
71961,Phyrexian
71961,Praetor
72292,
72007,
71426,Dragon
71426,Spirit
71429,Kaito
72324,
71821,Dragon
71821,Spirit
71965,Spirit
71425,Dragon
71425,Spirit
71964,Spirit
72008,
72254,
71765,Dragon
71765,Spirit
71951,
72284,
71977,Tamiyo
72119,Dragon
72119,Spirit
71776,Tezzeret
72053,Rat
72053,Ninja
71784,Saga
72050,Vehicle
72051,Vehicle
71854,
71777,Tezzeret
72298,Rat
72298,Ninja
71766,Dragon
71766,Spirit
71791,Equipment
71791,Jellyfish
72020,Dragon
72020,Spirit
72336,Rat
72336,Pilot
71839,
71974,
71838,
71971,Equipment
71971,Jellyfish
72120,Dragon
72120,Spirit
72040,
71851,
71868,Equipment
71868,Cat
71959,
71921,Vehicle
72057,Equipment
72057,Demon
72295,
72066,Human
72066,Samurai
71966,Equipment
71966,Lizard
72293,Rat
72293,Pilot
71967,
71865,Equipment
71865,Cat
71855,
72039,Saga
72323,Saga
72031,Fox
72031,Advisor
71980,Human
71980,Ninja
72325,
71960,Dragon
71960,Spirit
71946,
72067,Human
72067,Samurai
71789,Goblin
71789,Samurai
71948,Saga
72059,Equipment
72059,Demon
71956,Goblin
71956,Samurai
72285,Saga
71897,Human
71897,Samurai
71979,Human
71979,Ninja
72086,Kirin
72086,Spirit
71978,Moonfolk
71978,Wizard
72026,Snake
72026,Druid
72028,Snake
72028,Druid
72276,Fox
72276,Advisor
71836,Human
71836,Ninja
71863,Equipment
71863,Lizard
72334,Snake
72334,Druid
72037,Saga
71456,Human
71456,Ninja
71949,Human
71949,Ninja
71944,
72338,Equipment
72310,Human
72310,Samurai
72033,
71786,Vehicle
72296,Spirit
72085,Equipment
72085,Kirin
71457,Human
71457,Ninja
72322,Human
72322,Ninja
72326,Vehicle
71423,Ogre
71423,Demon
72330,Spirit
72027,
72327,
72335,
72024,
72329,
72087,Kirin
72087,Spirit
71859,
71992,Human
71992,Druid
72306,
72303,Equipment
72272,Snake
72272,Druid
72333,Spirit
72301,Spirit
71922,Vehicle
72302,Equipment
72302,Kirin
71968,
71976,Moonfolk
71976,Wizard
71769,Dragon
71769,Spirit
72021,Dragon
72021,Spirit
71899,Human
71899,Samurai
71994,
72279,
72321,Saga
71837,Human
71837,Ninja
71950,Human
71950,Ninja
72331,Equipment
72331,Ogre
71981,Saga
71860,
72246,Human
72246,Ninja
72320,Insect
72320,Ninja
71996,
72084,
71970,
72287,Vehicle
71972,Goblin
71972,Artificer
71424,Ogre
71424,Demon
72038,Saga
71973,Goblin
71973,Artificer
72294,Insect
72294,Ninja
71975,Vehicle
71954,Saga
72299,Saga
72307,Human
72307,Samurai
71991,Human
71991,Druid
71963,Saga
72328,Vehicle
72016,
72300,
72280,
72277,Equipment
72277,Ogre
72332,
72128,Human
72128,Samurai
71999,
72090,
72297,Vehicle
71962,Saga
72289,
71780,Rat
71780,Ninja
71955,Saga
72083,Human
72083,Ninja
72003,Snake
72003,Ninja
72006,Human
72006,Samurai
72081,Fox
72081,Samurai
71952,Human
71952,Ninja
72001,Human
72001,Samurai
71889,Human
71889,Ninja
71841,Human
71841,Samurai
72313,Human
72313,Ninja
71969,Rat
71969,Ninja
71856,Turtle
71856,Ninja
72082,Human
72082,Samurai
71982,Human
71982,Samurai
72125,Fox
72125,Ninja
71957,Human
71957,Ninja
71998,Human
71998,Ninja
72311,Human
72311,Ninja
72308,Goblin
72308,Samurai
72305,Human
72305,Samurai
72315,Rat
72315,Ninja
71918,Human
71918,Samurai
72318,Snake
72318,Ninja
71953,Ogre
71953,Ninja
71896,Moonfolk
71896,Samurai
72061,Snake
72061,Samurai
71958,Human
71958,Samurai
72309,Human
72309,Samurai
72015,Rat
72015,Samurai
72055,Fox
72055,Samurai
71892,Human
71892,Samurai
72122,Equipment
72122,Demon
72655,
72660,
72042,Ogre
72042,Demon
72043,Ogre
72043,Demon
72041,Ogre
72041,Demon
72044,Ogre
72044,Demon
72653,Phyrexian
72653,Praetor
72654,Kaito
72656,Spirit
72657,Rat
72657,Ninja
72129,Human
72129,Samurai
72652,Human
72652,Ninja
72651,Tamiyo
72658,Tezzeret
72659,
73039,
73048,
73060,Phyrexian
73060,Praetor
73045,
73043,Kaito
73053,
73075,Dragon
73075,Spirit
73058,
73106,
73068,Dragon
73068,Spirit
73042,Tezzeret
73086,Spirit
72694,Vampire
72694,Noble
73072,Rat
73072,Ninja
73047,
73087,Dragon
73087,Spirit
72696,Dragon
73044,Tamiyo
71987,
73046,
73040,Dragon
73040,Spirit
73062,Equipment
73062,Jellyfish
73057,Equipment
73057,Cat
73051,
73050,Dragon
73050,Spirit
73067,Equipment
73067,Demon
73077,Goblin
73077,Samurai
73104,
73099,Human
73099,Ninja
73080,Equipment
73080,Lizard
71985,
73105,Vehicle
73095,Human
73095,Samurai
73041,Moonfolk
73041,Wizard
73090,Snake
73090,Druid
73102,Equipment
73103,Vehicle
73093,Rat
73093,Pilot
72711,
73064,Human
73064,Ninja
73070,
73085,Spirit
71983,
73098,Human
73098,Samurai
73101,
73061,
73055,Fox
73055,Advisor
73094,Kirin
73094,Spirit
72704,Zombie
73081,
73091,Insect
73091,Ninja
73078,
73063,Vehicle
73083,Spirit
73076,
72700,
73097,Human
73097,Samurai
73084,
73073,
73052,Equipment
73052,Kirin
73059,
73066,Ogre
73066,Demon
73056,Dragon
73056,Spirit
73065,Human
73065,Ninja
72698,Wolf
73054,
73049,Vehicle
73089,
73100,Human
73100,Druid
73082,Goblin
73082,Artificer
73096,Human
73096,Ninja
72708,
73074,Human
73074,Ninja
73069,Vehicle
73071,
73088,Snake
73088,Druid
73079,Equipment
73079,Ogre
71984,Goblin
71984,Artificer
72707,Clue
72702,Vampire
71986,Rat
71986,Ninja
73092,
70872,
70870,
70868,
70864,Human
70864,Shaman
70873,
70861,Human
70861,Cleric
70875,
70862,Human
70862,Wizard
77444,Island
77444,Mountain
77445,Plains
77445,Island
77446,Swamp
77446,Mountain
77447,Island
77447,Swamp
77449,Forest
77449,Island
77450,Mountain
77450,Plains
77452,Mountain
77452,Forest
77451,Plains
77451,Swamp
77442,Swamp
77442,Forest
77448,Forest
77448,Plains
81475,Comet
77438,
81309,Comet
77436,Swamp
81473,Jace
77437,Island
77431,Mountain
77429,Plains
77428,Forest
81819,Attraction
81474,Human
81474,Performer
81297,Jace
81292,Minotaur
81292,Performer
81472,Minotaur
81472,Performer
81555,Attraction
81933,Attraction
81602,Attraction
81665,Vehicle
77430,Swamp
77432,Forest
81793,
77435,Mountain
81359,Attraction
77433,Island
81454,Human
81454,Gamer
82092,Alien
82092,Ooze
81404,Human
81404,Performer
81568,Elf
81568,Employee
81373,Attraction
77434,Plains
81312,Human
81312,Performer
81379,
81825,
81328,Attraction
81855,Attraction
81322,Attraction
81980,Attraction
82128,
81982,Attraction
81978,Attraction
81925,Attraction
82084,Zombie
82084,Employee
82130,
81313,Human
81313,Gamer
82051,Alien
82051,Ooze
82113,
81853,Attraction
81566,Elf
81566,Employee
81662,
81702,Attraction
82120,
81981,Attraction
82103,
81315,
82131,
82116,
81402,
81699,
82134,
82109,
82138,
82121,
82119,
81460,Devil
81460,Performer
81846,
82094,
81862,Attraction
81563,Attraction
82133,
81304,Zombie
81304,Guest
82122,
81318,
81836,Attraction
81325,
82125,
82118,
81403,Human
81403,Performer
82115,
81800,
81849,Attraction
81587,Human
81587,Gamer
81587,Guest
82136,
82107,
81852,Attraction
82114,
82126,
81396,
81317,
81850,Attraction
82137,
81920,Attraction
81802,
81365,Attraction
82117,
81818,Attraction
82129,
82095,
81405,
81562,Attraction
81656,
81583,Human
81583,Gamer
81583,Guest
77441,Goblin
77441,Guest
82093,Human
82093,Pilot
82093,Employee
81692,Attraction
82127,
81801,
81389,Clown
81389,Robot
81578,Human
81578,Performer
81843,
81385,Attraction
81663,
81589,
81370,Centaur
81370,Performer
81290,
81326,Attraction
82132,
81432,Attraction
81585,Human
81585,Guest
82124,
82135,
81859,Equipment
81374,Attraction
81319,
81368,Attraction
81930,Attraction
